Date,Realized_PnL,Vine_VaR,Vine_ES,Vine_Std,Vine_Hit,Indep_VaR,Indep_ES,Indep_Std,Indep_Hit,n_I,n_constituents
2025-01-02 12:00:00,175.52025915417468,-840.4011759139149,-1193.4200977230278,455.87226780324914,0,-1504.3370273120993,-2695.2560836575376,886.6509761573905,0,485.1701524246836,7
2025-01-03 12:00:00,81.69089696560559,-645.647695830602,-1001.9886810537034,444.0832981164931,0,-1365.8361986192904,-2444.651837672425,871.6218698244063,0,477.2225431209403,7
2025-01-06 12:00:00,-225.15341007378166,-916.7096273325322,-1234.5696790566435,526.6425706904832,0,-1677.5273654573461,-2767.8239922841954,883.0746317826762,0,478.46685084910945,7
2025-01-07 12:00:00,-354.44795020362415,-566.2729069855931,-849.987006157189,433.5829285871614,0,-1198.6715825098497,-2160.080422623369,815.0441018511298,0,481.7992098417447,7
2025-01-08 12:00:00,-153.2418639476536,-372.55411970247485,-536.5835540077919,454.26976396596166,0,-915.5885066150857,-1694.0026533668395,691.9594065646546,0,478.3570780439093,7
2025-01-10 12:00:00,-527.0032025885073,-684.0522401942771,-924.3083898914953,654.3296351529067,0,-1468.143264965237,-2497.352158495767,843.6671076368965,0,479.48668163544386,7
2025-01-13 12:00:00,-463.0565848992474,-791.6011903021499,-1031.7530421991191,632.492135588553,0,-1475.6157202479756,-2470.399049326933,805.4171236799937,0,477.8361028936225,7
2025-01-14 12:00:00,155.83686482568234,-581.812621142912,-886.5424339983635,462.94599406125036,0,-1475.0552006516452,-2569.3100425647585,926.3650721107622,0,476.0519341609035,7
2025-01-15 12:00:00,-254.6898535273629,-637.9954980218946,-961.9845270854199,408.67424066994454,0,-1584.6889989333117,-2799.005946245237,966.4998879807937,0,478.8095572538326,7
2025-01-16 12:00:00,-66.9536560899966,-643.6063742061347,-1014.2012431294717,619.6150692287671,0,-1624.5382826043108,-2936.101125456603,1011.4712492300843,0,479.34389407820964,7
2025-01-17 12:00:00,124.26816873869406,-670.2177454190911,-1032.6941604608385,410.6066133715121,0,-1538.4049853600393,-2898.2133194153266,1045.9240124155206,0,475.0817890295649,7
2025-01-21 12:00:00,-221.5189653426519,-1242.7110317804666,-1594.7536787988067,479.2760966913305,0,-1998.576464628089,-3221.170261579356,926.0370138244613,0,477.2906786982382,7
2025-01-22 12:00:00,429.00050486091584,-478.76854373723666,-721.5917471141973,474.2268155502554,0,-1159.9823575385901,-2128.3665576882568,818.614631589406,0,470.02273989704804,7
2025-01-23 12:00:00,-226.75812896056095,-450.54184872312356,-689.2400290634513,722.9492370977024,0,-1109.642140946833,-2053.0095697376405,807.9379386690223,0,473.8198447535321,7
2025-01-24 12:00:00,-186.78720320689098,-416.3847538663687,-629.9499681945604,544.3508264892803,0,-1030.5678175966273,-1863.9360064628202,779.4393825110274,0,474.7081373175966,7
2025-01-27 12:00:00,926.9239706026452,-851.6804263247524,-1121.5763722742408,520.100186209119,0,-1498.2638985995648,-2449.34956677684,856.558896106999,0,473.35344790966735,7
2025-01-28 12:00:00,867.7257364439137,-296.4778606254719,-408.7730589236264,453.43504803395007,0,-797.9017648885601,-1464.030527144499,642.6721756073593,0,471.3592351648121,7
2025-01-29 12:00:00,-193.03651026493898,-748.6697071202095,-1177.7720216569523,501.82301297683114,0,-1726.3502134062696,-3207.514554724752,1088.3969212141087,0,476.3668002752865,7
2025-01-30 12:00:00,1212.1013469548107,-637.1488216479587,-966.0358784156133,522.4096786593021,0,-1438.8257892056424,-2633.579804841278,986.4632411500266,0,473.49615556258476,7
