Date,Realized_PnL,Vine_VaR,Vine_ES,Vine_Std,Vine_Hit,Indep_VaR,Indep_ES,Indep_Std,Indep_Hit,n_I,n_constituents
2025-01-02 12:00:00,175.52025915417468,-868.550239995612,-1248.477441227652,426.9390236747515,0,-1504.3370273120993,-2695.2560836575376,886.6509761573905,0,485.1701524246836,7
2025-01-03 12:00:00,81.69089696560559,-685.3370406702894,-1077.4697746887175,454.503289021272,0,-1365.8361986192904,-2444.651837672425,871.6218698244063,0,477.2225431209403,7
2025-01-06 12:00:00,-225.15341007378166,-926.827639850384,-1280.0739832956865,532.6730791378726,0,-1677.5273654573461,-2767.8239922841954,883.0746317826762,0,478.46685084910945,7
2025-01-07 12:00:00,-354.44795020362415,-553.8085455977083,-836.7086159018091,449.3579235716894,0,-1198.6715825098497,-2160.080422623369,815.0441018511298,0,481.7992098417447,7
2025-01-08 12:00:00,-153.2418639476536,-395.51562471655126,-590.6373779811746,428.4555456524301,0,-915.5885066150857,-1694.0026533668395,691.9594065646546,0,478.3570780439093,7
2025-01-10 12:00:00,-527.0032025885073,-719.6245617217095,-1021.0365456862767,444.416739872056,0,-1468.143264965237,-2497.352158495767,843.6671076368965,0,479.48668163544386,7
2025-01-13 12:00:00,-463.0565848992474,-832.8921411835402,-1084.869174856361,461.44248891135555,0,-1475.6157202479756,-2470.399049326933,805.4171236799937,0,477.8361028936225,7
2025-01-14 12:00:00,155.83686482568234,-641.9603463873897,-1051.6411589621302,477.8226595541477,0,-1475.0552006516452,-2569.3100425647585,926.3650721107622,0,476.0519341609035,7
2025-01-15 12:00:00,-254.6898535273629,-710.7328129196851,-1145.552519814779,492.8732351086931,0,-1584.6889989333117,-2799.005946245237,966.4998879807937,0,478.8095572538326,7
2025-01-16 12:00:00,-66.9536560899966,-770.078824643275,-1216.4103494473675,461.5500657076086,0,-1624.5382826043108,-2936.101125456603,1011.4712492300843,0,479.34389407820964,7
2025-01-17 12:00:00,124.26816873869406,-708.8306638633101,-1108.2793910304638,449.9903760726,0,-1538.4049853600393,-2898.2133194153266,1045.9240124155206,0,475.0817890295649,7
2025-01-21 12:00:00,-221.5189653426519,-1201.8532078588364,-1491.8159885987907,441.11803038342924,0,-1998.576464628089,-3221.170261579356,926.0370138244613,0,477.2906786982382,7
2025-01-22 12:00:00,429.00050486091584,-474.6899156286864,-717.6874965888387,434.69672528258997,0,-1159.9823575385901,-2128.3665576882568,818.614631589406,0,470.02273989704804,7
2025-01-23 12:00:00,-226.75812896056095,-405.86048403469636,-618.0513019778698,880.7282738630803,0,-1109.642140946833,-2053.0095697376405,807.9379386690223,0,473.8198447535321,7
2025-01-24 12:00:00,-186.78720320689098,-358.2720874034433,-523.1317213573786,436.33139218593413,0,-1030.5678175966273,-1863.9360064628202,779.4393825110274,0,474.7081373175966,7
2025-01-27 12:00:00,926.9239706026452,-779.0628519125484,-998.3640513598907,493.54528212514856,0,-1498.2638985995648,-2449.34956677684,856.558896106999,0,473.35344790966735,7
2025-01-28 12:00:00,867.7257364439137,-294.7329179003062,-416.0225212995654,429.21327838253126,0,-797.9017648885601,-1464.030527144499,642.6721756073593,0,471.3592351648121,7
2025-01-29 12:00:00,-193.03651026493898,-843.0726546569483,-1333.7687511471195,502.38691611692377,0,-1726.3502134062696,-3207.514554724752,1088.3969212141087,0,476.3668002752865,7
2025-01-30 12:00:00,1212.1013469548107,-640.8111881040957,-1006.72007430543,502.82905085859966,0,-1438.8257892056424,-2633.579804841278,986.4632411500266,0,473.49615556258476,7
2025-01-31 12:00:00,12.028598406484655,-610.0194874862058,-951.6657613828401,479.855355104975,0,-1447.720513273447,-2916.089940116517,1079.4531345939024,0,465.67355777558504,7
2025-02-03 12:00:00,234.47014471647117,-782.0397555303131,-1048.86148137859,704.5289945766075,0,-1764.8944135343734,-2866.319340072569,1023.1043954221874,0,467.18092807571145,7
2025-02-04 12:00:00,-55.454240641623194,-251.05299665020897,-379.24266207015086,518.204405296812,0,-849.5460477279356,-1703.38082548523,794.3667304251546,0,458.73451500025345,7
2025-02-05 12:00:00,321.368515550999,-404.6615987039525,-655.9781722447027,631.5974510732099,0,-1357.402383767702,-2775.759290151411,1143.4157199388171,0,459.56207524308934,7
2025-02-06 12:00:00,86.38645189911313,-296.0358949065972,-485.8087179044037,694.703368700712,0,-1157.1892363148954,-2315.372840094213,1050.7466212708143,0,456.06463718353274,7
2025-02-07 12:00:00,66.51627926121066,-248.72101836160272,-413.3489385424555,721.1044828274678,0,-1135.5245104743865,-2328.616584889493,1083.2085877794148,0,454.299480596145,7
2025-02-10 12:00:00,-368.3078818212122,-482.6377293004944,-628.9284071044018,668.7111278771631,0,-1236.7673250690414,-2224.13438273927,1006.1738163822914,0,451.8379032139612,7
