Date,AAPL,AMZN,GLD,GOOGL,IWM,JPM,MSFT,NFLX,NVDA,QQQ,SPY,TLT,TSLA,V
2020-01-03,0.5389604163061242,0.511962678772546,0.8899184716352472,0.64167499174367,0.5222438921457191,0.25290511068220967,0.504327259820377,0.492207085093431,0.39379215050400035,0.4842306031356238,0.4780221779768178,0.8692853514302338,0.8653755940362544,0.5506674076542084
2020-01-06,0.4091729142021176,0.6428372286855186,0.8200366170584431,0.7904025496995855,0.5263014004097618,0.30062609379203975,0.27680342948474074,0.5248767766337559,0.45770789770883863,0.4249336849783375,0.38094532819336646,0.5621956243672454,0.40042474093934666,0.2034016607389802
2020-01-07,0.5084380794782503,0.5685552409569954,0.6349788438871135,0.605858354354316,0.45848409401309315,0.3030118940935495,0.5362846462255495,0.5934672273389789,0.6867350571261069,0.616922895568515,0.52926744152499,0.40394129897818326,0.7925238352972876,0.6785225820234029
2020-01-08,0.5611551824489247,0.5064067406280977,0.18825439567675792,0.6540453189735209,0.6218411893736432,0.6480120366538349,0.6571100877770846,0.7082405024336866,0.46640000532104803,0.6485755858493759,0.6799610967062666,0.18064864965005362,0.8297333678987742,0.7633443775393548
2020-01-09,0.9511919923154066,0.5728992918400619,0.24131419075904717,0.6197434056304968,0.5748993576161834,0.5478574392758313,0.8070881927636883,0.5770300595128273,0.6346051476205831,0.7341872411398778,0.6645518139145062,0.27550220286248156,0.4499786207011151,0.6852473659831089
2020-01-10,0.5613006596963579,0.30377327718135994,0.7457695035690136,0.7223742462680425,0.27995062476296406,0.24764547328463837,0.5301806039128771,0.20405148367819936,0.6020800574718441,0.4919242254100454,0.46893051737420965,0.9378641467089645,0.4256836811957921,0.5658586640538954
2020-01-13,0.6045414909852943,0.47160694323792823,0.22808170479073453,0.5628874408510571,0.5929715905435484,0.4600647745010463,0.4064032061563254,0.8457543928133274,0.7241317367999243,0.6131777407127725,0.5498326983121182,0.3154570111727384,0.9459868046628984,0.5595971649460376
2020-01-14,0.7592564546592612,0.25848319138918735,0.24639738594316093,0.51435755264022,0.7077667416805047,0.933140216671868,0.6531919910446956,0.36821179360031936,0.3255136997266927,0.5317308921155246,0.5564329973603186,0.7485311935826071,0.8512483279028584,0.6888195439934273
2020-01-15,0.25539206031465644,0.357459826794615,0.7334478034747685,0.39197912493673626,0.7020449041747941,0.09790020222500406,0.5127649011487858,0.6345157764521616,0.2980253281952409,0.4489125725769056,0.5533781017660053,0.7486679375802526,0.4789484927810322,0.861175207181451
2020-01-16,0.40812333747900814,0.5750999428009829,0.4340163069318215,0.6643049662930166,0.769623744415117,0.6236940606995391,0.7460627530152764,0.28428670328412725,0.5663356882931746,0.5313387613991354,0.6329262841348989,0.4102281580544051,0.06902591019132455,0.7601136013307661
2020-01-17,0.7290557466708647,0.381312512293634,0.6771044422192046,0.8219737786432951,0.573837035274175,0.5306913920794367,0.6100672018223376,0.532529841093285,0.49302857565194635,0.6824503435123928,0.7134401806962742,0.1960457988267342,0.643648032236486,0.8906176853093936
2020-01-21,0.6589894416355342,0.5926992010600438,0.4478521153440024,0.760125407845953,0.23447311860035033,0.4481097788874687,0.8139321847495802,0.3967456991016996,0.5100002941112621,0.6574403812936582,0.5205775253584312,0.8575681254704032,0.9331569842866813,0.9500165308860626
2020-01-22,0.46463351156482274,0.7041904712614031,0.4230726807373952,0.6502646259964739,0.42219550595651406,0.21298106853243468,0.2009465130281205,0.19937427430298568,0.6680760002276858,0.6309598619446795,0.4539438971892428,0.7034961200221097,0.9672610848371286,0.6222198707079332
2020-01-23,0.35944044373558465,0.3292495840470508,0.7064868220507226,0.3902431283675467,0.28554673487942867,0.25503885265948356,0.39078082148458954,0.9144828501467115,0.36738692093154623,0.2638007150815575,0.16862888916534866,0.8958160287321792,0.21257266608680894,0.10363723640937696
2020-01-24,0.844321867076073,0.3715406732562299,0.7343036635309357,0.26903641773088,0.300882185026906,0.22472172121687142,0.623349613901915,0.8567192810654641,0.6485149143608353,0.5047375143083106,0.4090117201633737,0.7864058428327542,0.326079528454286,0.5362625633270991
2020-01-27,0.0062557067000890984,0.08587984724700622,0.7705580837590419,0.014089445751532717,0.13613662071446736,0.14616562295668437,0.023255837295869674,0.1530780857276852,0.023285333260230075,0.007373708397592591,0.01568442485471007,0.9569288950814323,0.2665368753363026,0.04639888676955615
2020-01-28,0.8962617454145192,0.6910325718445322,0.1075067754292429,0.8649903658630156,0.7157760838847396,0.9029222870450142,0.8642475940526841,0.843337860312511,0.8177044393668251,0.8515753089520173,0.8293004808718463,0.15417695095388892,0.6970154257285982,0.6616139831959323
2020-01-29,0.9599798132819711,0.6673105357669624,0.5376669075524152,0.5358354569286081,0.4094388938138519,0.5832374485451233,0.7889072769380552,0.17912487703044175,0.36175971390237394,0.5761865804324009,0.5611525250060111,0.8098010630664597,0.697586846473459,0.6987032383276863
2020-01-30,0.14869048134641924,0.3935582475067695,0.786543555868019,0.2124841107466414,0.16135996394516403,0.21691713262441903,0.9719457876494192,0.34460898200616136,0.350033433327395,0.24965592093560474,0.1256355646228706,0.8386766378203192,0.9937834005871254,0.6600774083524155
2020-01-31,0.1538585260647268,0.9996795206085815,0.5053370005990667,0.40601604043642703,0.19349347860378413,0.3863513329247947,0.26142591778871027,0.620973822070369,0.26973328996772533,0.44390769505614763,0.297356794386813,0.6121583522615364,0.4846979351285811,0.03560189961970985
2020-02-03,0.1680013584084554,0.3040064033483393,0.3156830647562713,0.926268368501142,0.6161115613345758,0.43299091256221556,0.791017890200221,0.9731631241928396,0.45435767945830396,0.644805358382786,0.47821214347492147,0.5902123596445619,0.9916807096030832,0.33062430463852643
2020-02-04,0.8603925111185464,0.5832191027267941,0.025244534541613732,0.048957258744995215,0.9298628490007339,0.9194789658702995,0.9955218360309469,0.8572212573641445,0.8746796440910785,0.9717794893431662,0.9580594318587877,0.052445044032294295,0.9995415765286105,0.9430091607186656
2020-02-05,0.6888786779339341,0.5980825486221748,0.6537355271521637,0.6478823052762905,0.854596372887985,0.6136888084692609,0.3311805351989202,0.5547720605076499,0.5767176105653748,0.6097754448684192,0.7868636757361654,0.14249678330862559,0.005045965444139088,0.05164849232142117
2020-02-06,0.4897506923271669,0.4955758211438968,0.6989176917910629,0.9017095868994296,0.5271054573063475,0.6097053897347171,0.8607279968490721,0.3979580025513213,0.6041980804276161,0.7168747952748109,0.6828887730011659,0.707840819568767,0.6085288783672209,0.8225617139117106
2020-02-07,0.5668200989579825,0.8211896131675382,0.5413945096343522,0.5851226880233306,0.19907689627042127,0.4655955061218327,0.8753433809510194,0.666834955367053,0.5118082714975061,0.5677491575519449,0.39935092377806125,0.9261086408207785,0.29346578650338284,0.5057681611842963
2020-02-10,0.178675656054424,0.7587677625838694,0.6722194823792217,0.7971110951225469,0.4227340672125711,0.40394944263614796,0.7297938326627871,0.6923456553356591,0.8529894573250776,0.560283401822065,0.47937902884643296,0.6573056988789361,0.6202392536414473,0.772561513097431
2020-02-11,0.7140598119727763,0.8400117716238308,0.2193935346509737,0.7810946928978948,0.8596385376153935,0.7181167487661986,0.449561638466579,0.6587606627604401,0.9292104312755093,0.806303028944692,0.8284400071786318,0.34316382621043945,0.5305865827288418,0.5153887501312941
2020-02-12,0.6778039300916097,0.5350192681211376,0.5711820058112731,0.46243359030059034,0.6247442955447752,0.4160303830651826,0.10195809360527253,0.6755751067020569,0.5133620211540855,0.6459354641583923,0.6555099494135186,0.17470384821466892,0.5610659398701685,0.8136646537454044
2020-02-13,0.51838393050698,0.3725979858315948,0.6942695731301556,0.4051551841620874,0.6307778614579324,0.4087583252768785,0.6408726471846548,0.7830861327666658,0.5855671334477215,0.5150463916461927,0.49615874111291514,0.6419948853492126,0.5464899548903226,0.5061223914186075
2020-02-14,0.45931341229511224,0.2976055650527712,0.632597053110838,0.5342949849122751,0.4881705777710603,0.5027143242696317,0.3104250504641285,0.48031613737769047,0.9903062659837274,0.47704478773945197,0.43396338093214437,0.8382247692444798,0.6517097278201129,0.8573511111449019
2020-02-18,0.022161455056098175,0.36138247155006065,0.9502347853557639,0.4697608488598989,0.14159669632565586,0.03385297876444527,0.7805184400649514,0.6977488979484225,0.279859995480171,0.2248426131733589,0.12135346681972757,0.8700597237265943,0.8011184362875461,0.5948667786385538
2020-02-19,0.9344512430562265,0.896349046718019,0.5628386482161383,0.7296508089954956,0.8799502481395649,0.9388915528011662,0.6122763353214089,0.5710486368937694,0.9893843500464706,0.9545122810582064,0.9195576990598235,0.325890726202199,0.9539658981150823,0.8920576182090535
2020-02-20,0.18001994089355888,0.15754976629926182,0.8575705938752836,0.18644646250220132,0.2420567817870647,0.3020284327681074,0.039031701457579,0.11737592873186675,0.20792617001603084,0.03301494657458055,0.060223279527304836,0.8884476330826168,0.1406425243079979,0.05593474859859183
2020-02-21,0.24373619110583838,0.18650158331492483,0.9201642787015886,0.280879034626376,0.5473389761827097,0.15328061040495095,0.07511952328350104,0.6510376558314399,0.16232448656699788,0.18864572839714755,0.2702219192269094,0.85763320119171,0.6123233172809515,0.29359574334312744
2020-02-24,0.004318889667979752,0.007344257543755254,0.9805122215976785,0.0015441608257140583,0.0046130681426018345,0.02858652407097442,0.005028166270202384,0.009960549561077905,0.010407242570909138,0.001292985458915824,0.0015451369255739652,0.9786274746657653,0.09378179083499337,0.0038273251758393747
2020-02-25,0.2294507637385742,0.4565752993829857,0.029072790041985173,0.5327894404003877,0.11077188549278878,0.12716996681668888,0.5278251004335393,0.39155822482462715,0.055735119276195996,0.26998319896748696,0.13259570536290213,0.718092162372495,0.296660900235393,0.03341811300825453
2020-02-26,0.4274631115045945,0.3935733047197364,0.29557669758681065,0.16552901124417466,0.17244240800316338,0.09927372705069319,0.36022503469977657,0.9192943151581975,0.7841851636987998,0.2676997698611732,0.1404171164414025,0.5237669437870314,0.3661128069134953,0.22284119643772013
2020-02-27,0.030748577073941734,0.08515702917349106,0.7426126910205192,0.035424821840922355,0.05446937291637612,0.03364630586465978,0.026112761427901063,0.9509434601827161,0.08330984791609634,0.03864490148015883,0.026946249893409324,0.7610033335915385,0.023799466721750217,0.0287967742508566
2020-02-28,0.04626228747919355,0.04146159047613251,0.001447523662759059,0.03541077889243242,0.015146095863281256,0.003944286911865207,0.047450088193479886,0.009652201499370468,0.72062477824049,0.02215217299400402,0.008250090504325031,0.989008550090879,0.11130905404882535,0.06899801992215693
2020-03-02,0.9897337655778089,0.9294856133128999,0.6315976647912339,0.9709293912149453,0.8281265968601483,0.8255533797719945,0.9819443910605522,0.8358585525496937,0.8705609064193606,0.962654147963733,0.949487045874672,0.6521200181218243,0.9260415845040719,0.9831864142292406
2020-03-03,0.6294708838356471,0.7464700544489433,0.9856566500365394,0.6776222257257818,0.6929159287184472,0.4155788529186075,0.6193838188354782,0.8748118348601563,0.49189968976476356,0.699573605971491,0.7062758463951705,0.5840894708004625,0.8263658860471931,0.5852265355603545
2020-03-04,0.45244967832716565,0.21232705435298443,0.5096077116217406,0.12346880127213933,0.2519789754436591,0.2299338734558718,0.14303421990940965,0.09086352397222437,0.41602406276923554,0.24149630838612793,0.32811092974477446,0.9004080144342579,0.18017491097788654,0.326887777495449
2020-03-05,0.5883270627266397,0.6328054221206787,0.8816354955162138,0.40407852472838174,0.43110783369625894,0.34465824481473095,0.7172009970407731,0.9202485832208318,0.7101949303410601,0.63200018992969,0.534531130820324,0.7121146887048613,0.5390929300058072,0.5893787742451171
2020-03-06,0.052672201501174784,0.08789824196030344,0.4983885844610765,0.01954507925906168,0.05810723010289363,0.007282594390847531,0.022814999581181373,0.015804604331210743,0.0218090178581283,0.02855170732509304,0.0399975878924356,0.9996232873016833,0.128909052318617,0.06213057656625645
2020-03-09,0.13709837909731964,0.15259253310174037,0.5099577792446273,0.15667530078505965,0.008274325859768658,0.004641154090276351,0.15915637185748424,0.11632113591132696,0.25198165502564146,0.100128058121919,0.0379809990691113,0.9962321515001288,0.07515812376567481,0.14091698403524439
2020-03-10,0.3098105552219762,0.3044555168208348,0.21315981112629073,0.19800918106270038,0.04381779207855474,0.3800219366108768,0.2413577252576289,0.4652104068183501,0.1482269250192104,0.15178722122747418,0.14099509264593463,0.1923214673750102,0.31430745935026033,0.1173098402703493
2020-03-11,0.7056875364839978,0.6701483814979321,0.33193432392898437,0.5660336900867564,0.3991805944405341,0.7853700151176327,0.5782320932610187,0.7020680772937506,0.6229362983699132,0.6744032879691301,0.6316103109523423,0.005665220959012865,0.6856715502391781,0.6886501697860392
2020-03-12,0.005205317732797817,0.003125005309164831,0.0004020897757286553,0.0032611488177615076,0.001994808972630634,0.0070463389729111805,0.005369074584943902,0.0018237722297514897,0.0024287457202858648,0.0026798469948567764,0.003713814314647752,0.16370567425865717,0.01268933732547004,0.006152675498151198
2020-03-13,0.6906609038902376,0.4294797916892207,0.0556054657932728,0.584966921814476,0.39137498952290106,0.9487230360515124,0.586056008247147,0.3325541348394877,0.5334400424465529,0.49096007167280914,0.49791876774108484,0.24848371248637766,0.1582543209073161,0.6898991287151716
