Date,G_PC_1,G_PC_2,G_PC_3,L_PC_AAPL_1,L_PC_AAPL_2,L_PC_AAPL_3,L_PC_AMZN_1,L_PC_AMZN_2,L_PC_AMZN_3,L_PC_GLD_1,L_PC_GLD_2,L_PC_GLD_3,L_PC_GLD_4,L_PC_GLD_5,L_PC_GOOGL_1,L_PC_GOOGL_2,L_PC_GOOGL_3,L_PC_GOOGL_4,L_PC_IWM_1,L_PC_IWM_2,L_PC_IWM_3,L_PC_JPM_1,L_PC_JPM_2,L_PC_JPM_3,L_PC_MSFT_1,L_PC_MSFT_2,L_PC_MSFT_3,L_PC_NFLX_1,L_PC_NFLX_2,L_PC_NFLX_3,L_PC_NVDA_1,L_PC_NVDA_2,L_PC_NVDA_3,L_PC_QQQ_1,L_PC_QQQ_2,L_PC_QQQ_3,L_PC_SPY_1,L_PC_SPY_2,L_PC_SPY_3,L_PC_TLT_1,L_PC_TLT_2,L_PC_TLT_3,L_PC_TLT_4,L_PC_TSLA_1,L_PC_TSLA_2,L_PC_TSLA_3,L_PC_V_1,L_PC_V_2,L_PC_V_3
2020-08-31,0.6465245,0.062963314,0.4669626,0.9716777,0.08388231,0.92995775,0.18208332,0.43429357,0.22389208,0.34849694,0.10301681,0.6308239,0.5396238,0.5816433,0.16268653,0.09048774,0.83120793,0.17643102,0.21180302,0.65978265,0.640636,0.66655827,0.095381185,0.86140656,0.11015983,0.0192469,0.10296184,0.33240336,0.15703067,0.9661503,0.2470288,0.11319822,0.89670724,0.043436795,0.5411467,0.4164986,0.5643658,0.87992054,0.9008934,0.2005016,0.5367778,0.5658244,0.52782094,0.9499557,0.53276587,0.40271527,0.95074135,0.62284195,0.024189135
2020-09-01,0.8291371,0.36856005,0.6345962,0.4060282,0.058363277,0.45342734,0.04554098,0.053946972,0.53910756,0.7181161,0.29646194,0.3117297,0.10171701,0.788189,0.093177415,0.15579762,0.27975318,0.3619887,0.82811844,0.40208265,0.86127627,0.7041716,0.7074436,0.7906398,0.6690953,0.4559731,0.43229502,0.67573285,0.5823724,0.45040601,0.963922,0.78459054,0.9692964,0.44323775,0.75689495,0.13939464,0.29664367,0.5370641,0.70584023,0.064176425,0.5245932,0.16201715,0.35705453,0.9458677,0.98812836,0.6812444,0.5889398,0.18719158,0.5163903
2020-09-02,0.94075596,0.88616246,0.91782224,0.7103892,0.9866509,0.0019374489,0.97155046,0.771582,0.97461647,0.017548058,0.96148044,0.8879255,0.95899236,0.034301527,0.9565992,0.875074,0.05053581,0.9719362,0.54733425,0.08637483,0.8401284,0.0021323578,0.92456657,0.22009555,0.14122781,0.90055597,0.9726868,0.7302439,0.41748598,0.15686084,0.98673135,0.90736675,0.25609735,0.9671802,0.88985056,0.8601048,0.012264176,0.23057687,0.10635878,0.33389258,0.030099956,0.699309,0.6064137,0.9759205,0.044273954,0.9728612,0.0049119797,0.20419937,0.3498298
2020-09-03,0.90917546,0.922127,0.6472947,0.024162177,0.15957093,0.7177255,0.99203193,0.025476469,0.6864624,0.017355364,0.41255704,0.832929,0.19306813,0.4592875,0.99305356,0.9049014,0.2862479,0.9355082,0.49843773,0.39436796,0.7040966,0.26202166,0.89226615,0.64504355,0.03988691,0.6902635,0.7230188,0.40515113,0.07467114,0.7402219,0.82313377,0.20104325,0.029423356,0.8610773,0.5911385,0.51880133,0.6367338,0.65857416,0.47993886,0.57750446,0.22156878,0.33919302,0.71313393,0.019411504,0.19804421,0.038550768,0.7928676,0.9146483,0.3332906
2020-09-04,0.8125331,0.71658057,0.007339365,0.42801917,0.8562353,0.54522765,0.9621793,0.9239477,0.98098105,0.10599237,0.5630241,0.62645847,0.15399869,0.6274612,0.8614987,0.01382729,0.025644038,0.8903999,0.9308687,0.5223316,0.5956957,0.5589285,0.6309952,0.4322098,0.30808958,0.120667815,0.43905064,0.09592814,0.44358158,0.59867024,0.7438462,0.52287734,0.10558114,0.8029189,0.04994124,0.70021516,0.7777537,0.31528562,0.4950658,0.023844166,0.11686261,0.25246242,0.64528525,0.04979038,0.3375584,0.37251678,0.96239614,0.6413914,0.16701849
2020-09-08,0.16583404,0.37826964,0.57772917,0.55433595,0.5889742,0.9981903,0.008349669,0.095265895,0.23339863,0.913926,0.40804175,0.32874182,0.42508534,0.6531892,0.0076328157,0.9260662,0.98527324,0.12445959,0.2654868,0.83757645,0.27935958,0.97269356,0.19521275,0.5012095,0.902388,0.43582413,0.10093289,0.38360015,0.72111005,0.9275345,0.2615479,0.51733387,0.938925,0.5663517,0.010398869,0.1685901,0.9704352,0.8082721,0.38924274,0.72039735,0.6742863,0.66646206,0.6844959,0.09492048,0.9676824,0.094537966,0.9508177,0.052398182,0.78342706
2020-09-09,0.025444634,0.8461024,0.8776509,0.039634798,0.4792604,0.13343966,0.48109692,0.5548831,0.035030007,0.9458129,0.86405843,0.6617162,0.6842821,0.14657655,0.093664475,0.5379836,0.03405246,0.6484579,0.19366682,0.34773383,0.18013103,0.28288308,0.3190923,0.10574683,0.027182242,0.9701338,0.5075501,0.6797207,0.59659046,0.1378173,0.023843154,0.6343395,0.17155235,0.50754327,0.47180137,0.452766,0.7953699,0.09618196,0.024068594,0.99675757,0.98307055,0.9049527,0.12800942,0.7956092,0.710906,0.98076993,0.39202073,0.9262749,0.9937487
2020-09-10,0.29038703,0.39472595,0.26408732,0.8108447,0.079650216,0.84653854,0.025293235,0.38204077,0.5311098,0.63244957,0.32747754,0.20737213,0.34862885,0.20013522,0.06855674,0.10904217,0.6238979,0.43589568,0.27077466,0.5158773,0.75462425,0.65660244,0.31560552,0.55779076,0.08580982,0.77788275,0.683354,0.32649812,0.95767003,0.7810285,0.2877719,0.23741573,0.39590004,0.58891755,0.81391704,0.89583355,0.8842472,0.50279105,0.4243435,0.32159102,0.3586305,0.6426009,0.8753907,0.9743792,0.005011538,0.74532974,0.2540202,0.25491035,0.68445116
2020-09-11,0.12560946,0.57413185,0.102088064,0.30662715,0.93310374,0.81584567,0.059494577,0.8320047,0.95755243,0.615011,0.37675932,0.12523177,0.53452355,0.5024182,0.038377855,0.3516828,0.2659385,0.69575053,0.7029838,0.8336161,0.05085421,0.6286766,0.1127075,0.54946524,0.4918614,0.828744,0.61097306,0.3640711,0.93382335,0.70311064,0.15542631,0.36131328,0.8287196,0.683754,0.20435369,0.37605447,0.8667582,0.09687367,0.44621325,0.6789853,0.06986482,0.3456547,0.91543436,0.68284637,0.6372756,0.5872096,0.93258345,0.8760773,0.42385492
2020-09-14,0.15089452,0.011790995,0.21691023,0.6574512,0.009028006,0.99471474,0.019007454,0.82217526,0.07386324,0.9528284,0.17486721,0.82383126,0.5123644,0.3750104,0.024380164,0.12753871,0.97246057,0.146207,0.11487548,0.53107435,0.35669127,0.9834494,0.7690702,0.89055014,0.41873273,0.13473745,0.10207339,0.03934995,0.52822983,0.82430965,0.6939558,0.89779866,0.75025296,0.028862307,0.2595448,0.43801174,0.8410926,0.9193894,0.7064863,0.047410026,0.088708624,0.8805777,0.54605114,0.9828045,0.35842857,0.46725765,0.8600262,0.15812217,0.066446364
2020-09-15,0.6074616,0.262845,0.8959262,0.6448758,0.8939445,0.11404888,0.30496833,0.6547591,0.76113766,0.4017852,0.22890717,0.088384606,0.5209824,0.5946534,0.44116035,0.9705887,0.5615618,0.36122897,0.7672156,0.20988047,0.48688677,0.89106345,0.2901171,0.0020073333,0.028417204,0.72740126,0.41358772,0.521924,0.5655852,0.3599796,0.4982444,0.39519978,0.13801709,0.07123366,0.65774673,0.25848922,0.4912621,0.5631596,0.6177755,0.596463,0.641682,0.8892054,0.8519456,0.967931,0.82343745,0.7277247,0.11834228,0.10793451,0.88391274
2020-09-16,0.7326873,0.8915051,0.8182501,0.051203366,0.15001707,0.35674325,0.96339333,0.8434699,0.22739753,0.28602138,0.88203984,0.9730993,0.8615762,0.033249307,0.8204239,0.32032654,0.1333921,0.6462206,0.029126676,0.34114036,0.8265045,0.029583482,0.78632134,0.04407668,0.72479427,0.8581986,0.8699959,0.9271171,0.7617888,0.13365017,0.7516642,0.46501443,0.111646466,0.9245904,0.5533523,0.57299006,0.08015478,0.107449256,0.093260564,0.93579,0.9707125,0.006425344,0.016245773,0.46678156,0.28751278,0.869563,0.0884241,0.30783898,0.47626114
2020-09-17,0.73717165,0.61472064,0.60149676,0.6302337,0.79453945,0.35994104,0.82256603,0.92725927,0.88765323,0.099588476,0.6290459,0.48443118,0.21784897,0.5533176,0.7730172,0.40202963,0.3780902,0.8062198,0.6673921,0.27352318,0.57701194,0.32171425,0.48417097,0.5719406,0.82461935,0.6391604,0.7476846,0.37582466,0.19899845,0.73607963,0.7084408,0.6750541,0.45854908,0.8651362,0.86324185,0.72519904,0.521014,0.47922313,0.740931,0.018823912,0.030099792,0.26267722,0.66039187,0.6455018,0.853173,0.57054675,0.52343166,0.8719119,0.7181781
2020-09-18,0.29956713,0.27757472,0.72550464,0.8070509,0.45032817,0.32575902,0.2587125,0.8771931,0.3003097,0.5430163,0.47224542,0.06963119,0.27559128,0.41507813,0.5589883,0.9221156,0.7916479,0.49004295,0.35922694,0.52135044,0.30083433,0.546813,0.34361467,0.5435703,0.15793692,0.6555325,0.7600741,0.71817255,0.896103,0.57045937,0.0748247,0.33800235,0.34310743,0.55050725,0.3208762,0.39606878,0.55791706,0.10953824,0.39986748,0.5827964,0.5434763,0.93725,0.8700084,0.4725482,0.4894159,0.3822767,0.7865292,0.9177943,0.71281165
2020-09-21,0.78872997,0.91368216,0.415361,0.15439613,0.1735551,0.9205647,0.19307752,0.37280452,0.024207195,0.7394785,0.7208557,0.15133907,0.98723346,0.56229573,0.7010545,0.38443235,0.8503096,0.7014163,0.98322767,0.9222468,0.33277494,0.4770944,0.32833573,0.98609304,0.22986105,0.17480005,0.03481266,0.20785196,0.1638739,0.6889917,0.15178986,0.19883525,0.9667202,0.4669345,0.3096685,0.123114005,0.99091494,0.90041155,0.8319935,0.4314783,0.65709126,0.4377419,0.37297353,0.10307962,0.6993523,0.26956952,0.8344578,0.048141744,0.16696902
2020-09-22,0.20138896,0.122862056,0.044746872,0.96715623,0.6282232,0.7911884,0.059611093,0.92803663,0.09166539,0.5049224,0.34352273,0.22508274,0.5024483,0.30273333,0.20414828,0.3516214,0.86631566,0.24519679,0.64190483,0.9064499,0.049797088,0.96879107,0.14165102,0.9039393,0.4790904,0.15788513,0.24573082,0.035243317,0.7451525,0.44046706,0.30074424,0.8373527,0.14282417,0.06398566,0.37772346,0.4284956,0.43436778,0.5896852,0.71917075,0.12232893,0.11404477,0.42122418,0.79168355,0.68215674,0.042249713,0.10779641,0.9319137,0.45937148,0.24002191
2020-09-23,0.68948776,0.7999947,0.798758,0.13233623,0.45710626,0.08692731,0.98065794,0.6240197,0.8137437,0.63597804,0.79476625,0.3577647,0.7166756,0.27010834,0.8966245,0.5002373,0.71793616,0.52173364,0.51067495,0.26265368,0.7157805,0.12912825,0.80643684,0.05891586,0.72842604,0.81250376,0.8762454,0.91825587,0.73850065,0.15846986,0.7288407,0.55111074,0.2054785,0.8964645,0.7731287,0.887029,0.22755669,0.17141695,0.22127457,0.907005,0.910072,0.037995305,0.0112258,0.0022541336,0.50172454,0.39138362,0.048280083,0.17036714,0.80930793
2020-09-24,0.75015444,0.66257274,0.2657709,0.45265928,0.527215,0.5626362,0.46921116,0.28413722,0.19086929,0.46639517,0.7073426,0.85981596,0.0549952,0.3609,0.71221393,0.8045028,0.34348726,0.7631321,0.30555293,0.58582616,0.45636576,0.5759618,0.842848,0.37764612,0.2386834,0.13187408,0.3026603,0.37833583,0.28328702,0.40136448,0.5824735,0.67314047,0.16481744,0.4567854,0.3986022,0.25164077,0.36924523,0.59100395,0.25797004,0.65098625,0.80375874,0.805851,0.87380266,0.30090362,0.04736306,0.12527353,0.8229651,0.7044752,0.66395456
2020-09-25,0.37797746,0.0691071,0.231938,0.62513983,0.38616392,0.82519156,0.11351659,0.5962386,0.8971555,0.8458406,0.3502765,0.15611367,0.50526214,0.9013524,0.20976727,0.84066737,0.89480144,0.35441574,0.8598531,0.80476236,0.23197809,0.7411199,0.17121027,0.6871544,0.16936266,0.8217654,0.3660947,0.16012825,0.25723633,0.818189,0.20522584,0.3751159,0.90152365,0.4485033,0.45873177,0.5083234,0.5544352,0.25752303,0.87263614,0.5991153,0.751609,0.5118545,0.6325836,0.52701056,0.1009035,0.26566023,0.8114876,0.32143688,0.1170829
2020-09-28,0.13136268,0.04599076,0.26417997,0.797932,0.058275238,0.9280628,0.14775595,0.26355967,0.14548165,0.622686,0.095710196,0.32656717,0.04186148,0.96017426,0.07379974,0.106753856,0.563696,0.41735336,0.10511084,0.586444,0.6905471,0.7801144,0.49748066,0.839719,0.7204018,0.017917149,0.21811584,0.44057783,0.46103993,0.7890473,0.19018616,0.3044305,0.8219914,0.24835606,0.65729487,0.42744714,0.86874235,0.95909446,0.5952403,0.3351687,0.26301953,0.8815059,0.92860156,0.7799,0.21494262,0.18114686,0.8791618,0.3142795,0.18455017
2020-09-29,0.4130924,0.3418378,0.07615125,0.7077182,0.18475462,0.8666964,0.085595876,0.18501803,0.6069884,0.8303296,0.13162313,0.12272976,0.70290273,0.8482724,0.34941486,0.9168639,0.5928383,0.45203793,0.6891301,0.85820264,0.2288185,0.819604,0.022701634,0.98269045,0.6925042,0.17254443,0.37006366,0.11799768,0.73582435,0.47189444,0.22770962,0.4248664,0.64320034,0.1350001,0.40048787,0.5864494,0.7165128,0.57060343,0.6305356,0.21661063,0.6981522,0.7667275,0.36052653,0.71604675,0.10060645,0.49362284,0.65488195,0.25009128,0.17560054
2020-09-30,0.57017386,0.8857967,0.9849485,0.064162455,0.9061678,0.022203282,0.96209496,0.6232526,0.76368105,0.44745126,0.94475216,0.9690027,0.89346385,0.03357941,0.8302738,0.13828571,0.21914157,0.5455801,0.109011546,0.10975831,0.93296015,0.1487425,0.99335825,0.024019219,0.25379792,0.94770104,0.925564,0.98298156,0.09420734,0.06747695,0.8558466,0.4238498,0.27618405,0.75829357,0.80217946,0.50745493,0.02855309,0.12518613,0.026005441,0.9448535,0.70315355,0.22212268,0.16079003,0.038301796,0.8074532,0.84335274,0.0383371,0.6453797,0.9221652
2020-10-01,0.82610524,0.11482531,0.12827453,0.8992552,0.36716497,0.52775854,0.75836414,0.44700596,0.6306858,0.34724435,0.06590735,0.0843188,0.34604704,0.7600904,0.77401674,0.023173157,0.6333598,0.16133644,0.94189775,0.32606253,0.88704526,0.13988052,0.26978508,0.15551704,0.9428892,0.20391844,0.284296,0.56504744,0.42868733,0.3278968,0.4692522,0.6260022,0.5076761,0.035194762,0.30845457,0.6472519,0.39463472,0.7302173,0.6035502,0.060598403,0.18869759,0.27911568,0.6917797,0.76191735,0.13554561,0.33258504,0.11245992,0.52450556,0.67043173
2020-10-02,0.68079025,0.8861294,0.63684565,0.3545627,0.43335176,0.7474857,0.6233064,0.56044585,0.78293264,0.29465967,0.6133919,0.8262927,0.39836702,0.6296948,0.9079414,0.9977766,0.003578437,0.993702,0.07260332,0.6085046,0.29153037,0.40897697,0.6085661,0.83247685,0.94046915,0.41047588,0.25797123,0.75143564,0.75696033,0.21569082,0.70882636,0.09201014,0.77510446,0.96066827,0.48040077,0.42861718,0.4611922,0.09802045,0.60152924,0.11742976,0.47034413,0.8841161,0.17983058,0.23466733,0.6903059,0.052000977,0.36361122,0.83355635,0.9363687
2020-10-05,0.24851434,0.045902405,0.15031663,0.8816292,0.23678511,0.73206925,0.08465765,0.8475354,0.4513419,0.7374608,0.2016146,0.094719894,0.21602188,0.8107124,0.008331494,0.0007560394,0.9981288,0.001788284,0.6567873,0.6368909,0.8485422,0.9361531,0.3668706,0.871344,0.5483784,0.03572464,0.27509874,0.20817198,0.6259296,0.8516965,0.24381402,0.7184028,0.5705682,0.33718252,0.3455824,0.59357923,0.89744717,0.95025384,0.92473704,0.3875219,0.8774792,0.60021603,0.48915705,0.5011083,0.24220748,0.077995084,0.92335176,0.2934297,0.027053997
2020-10-06,0.4305934,0.6115874,0.6049327,0.5525679,0.54762745,0.6328768,0.58102614,0.08596246,0.32422596,0.3104316,0.8054263,0.22121139,0.05879097,0.7884309,0.95813435,0.9989034,0.0028088167,0.9958963,0.43665478,0.46408892,0.8545572,0.5339645,0.7285324,0.3900624,0.1781597,0.24287632,0.18117116,0.4381034,0.07789914,0.48840973,0.27533594,0.289059,0.74681497,0.6597024,0.124675095,0.250783,0.2218114,0.25536743,0.38341883,0.7432779,0.3582689,0.37249222,0.40934658,0.2285455,0.36555383,0.6624139,0.66807735,0.12246185,0.3896208
2020-10-07,0.7057891,0.8807564,0.8499442,0.19053353,0.95707804,0.025025094,0.9643672,0.78655195,0.19195838,0.58115476,0.9905203,0.89766324,0.89328367,0.12092193,0.7821001,0.01869089,0.2001382,0.16597079,0.5722909,0.21825941,0.076584496,0.097935066,0.64892954,0.03383968,0.60355014,0.95023453,0.94047034,0.984975,0.9927108,0.008568528,0.74877083,0.45407966,0.11345044,0.8178602,0.50234234,0.5334019,0.08676877,0.093455285,0.120510265,0.8024515,0.5542928,0.3629988,0.06674585,0.039990205,0.9848174,0.8536667,0.049328145,0.84960914,0.877368
2020-10-08,0.4746251,0.21496421,0.79583216,0.30057418,0.56507444,0.33124036,0.78153783,0.1801047,0.28657797,0.31472796,0.28396514,0.13704865,0.6191467,0.6837837,0.8680369,0.81827855,0.84011984,0.27361855,0.36984834,0.712962,0.5348295,0.6070141,0.49233925,0.6232389,0.22546163,0.23748513,0.27197137,0.6649349,0.35570437,0.33703786,0.30564693,0.5998096,0.29487407,0.07261972,0.8971385,0.49276212,0.4598708,0.6940989,0.432982,0.24132285,0.37660167,0.5557084,0.53499264,0.86407673,0.12722112,0.12513055,0.33917305,0.18176726,0.29916355
2020-10-09,0.12796275,0.039053325,0.455298,0.80619913,0.6259502,0.48796344,0.16206145,0.2899764,0.2653233,0.8389794,0.25120646,0.4579318,0.78886926,0.18757139,0.007668906,0.0017078051,0.99057096,0.0014533846,0.24155784,0.66256744,0.769151,0.8881212,0.64587194,0.43523833,0.40134576,0.2503964,0.49398044,0.8424479,0.6259285,0.70151263,0.16343656,0.36444768,0.4283516,0.19467443,0.64523077,0.36873376,0.3050667,0.5964855,0.45646995,0.357153,0.64988333,0.86247146,0.66348505,0.66854805,0.977889,0.96329147,0.9644366,0.6638781,0.60703415
2020-10-12,0.18855906,0.29562095,0.56612957,0.7546927,0.6466745,0.17315124,0.84363556,0.8486271,0.5633359,0.82618994,0.6651314,0.319475,0.4586942,0.81681406,0.42661342,0.9839519,0.4483704,0.39173284,0.37226322,0.32715845,0.66253394,0.38270625,0.06669797,0.66763747,0.07127529,0.540845,0.094525844,0.6959008,0.33443332,0.47995028,0.09896069,0.43891913,0.9447645,0.45117477,0.63758564,0.65830016,0.9442426,0.90369016,0.8522573,0.36273816,0.07546751,0.38305178,0.9075148,0.32096162,0.738458,0.8236178,0.5442145,0.53159744,0.22055551
2020-10-13,0.5131141,0.59175134,0.62928754,0.7332596,0.90041155,0.23370765,0.2876429,0.48320612,0.47512817,0.37123978,0.83462846,0.33887452,0.27844477,0.44310713,0.68803424,0.9590867,0.39666814,0.054530114,0.3220627,0.71755576,0.12177628,0.18679734,0.2029389,0.5514089,0.9846242,0.5884256,0.9226369,0.5657294,0.22103465,0.27549234,0.34333327,0.52377087,0.36287448,0.87030303,0.92975587,0.8954453,0.4729027,0.5226979,0.88387406,0.22526976,0.21146826,0.64511925,0.7475212,0.49505013,0.39473602,0.10601717,0.532413,0.45691034,0.3941911
2020-10-14,0.77368295,0.9507535,0.8693952,0.10869806,0.44425294,0.18064371,0.998558,0.941831,0.9630116,0.050134435,0.77901125,0.9890535,0.73585,0.08740642,0.9669643,0.92767483,0.024151383,0.99822474,0.27270043,0.14369862,0.7615754,0.019647118,0.80446863,0.05983449,0.16026174,0.9597193,0.9600895,0.9561658,0.11759832,0.22454454,0.78018504,0.37401274,0.17910914,0.97306794,0.6121688,0.5876467,0.09656801,0.04438963,0.07278946,0.86904895,0.7357723,0.075343646,0.051596507,0.09106118,0.6192402,0.6952748,0.0655452,0.93478215,0.92995346
2020-10-15,0.56417024,0.7405081,0.23607253,0.42517638,0.31349775,0.48253468,0.9290367,0.6722568,0.4798995,0.7983028,0.76553386,0.35295767,0.3421045,0.61815476,0.64044046,0.616974,0.47973487,0.6180044,0.82825696,0.47665876,0.39688653,0.44364864,0.49587837,0.67003787,0.053347994,0.6832371,0.20748304,0.44224533,0.58764,0.4029644,0.39263082,0.8853821,0.48451054,0.5388373,0.19999786,0.16701154,0.558111,0.34158078,0.3761185,0.120166585,0.67852455,0.37104225,0.31761488,0.5668048,0.6562637,0.38578597,0.7632127,0.61493367,0.52424365
2020-10-16,0.23970233,0.110923156,0.54127246,0.85473466,0.638307,0.3136979,0.8898528,0.27159253,0.37397313,0.3980356,0.10718476,0.2892362,0.3628758,0.3103425,0.3208639,0.9424453,0.3243402,0.6125205,0.42517954,0.44888029,0.76089776,0.44859797,0.31474832,0.6000886,0.7647958,0.52033085,0.82385176,0.6221196,0.5768225,0.49890262,0.08146799,0.3597667,0.60557616,0.22085603,0.5472157,0.6176284,0.47711673,0.47276476,0.2840045,0.52231497,0.3827864,0.7001069,0.55767095,0.593787,0.557855,0.6289312,0.53378075,0.33586952,0.39994746
2020-10-19,0.5801328,0.59418803,0.09882164,0.4365834,0.088022836,0.93491787,0.094054,0.5979758,0.51700205,0.46953806,0.3702354,0.65328956,0.1700875,0.5352268,0.3242414,0.2953826,0.59443384,0.30196434,0.8347563,0.5075085,0.5750921,0.34803352,0.061880127,0.83543503,0.72675645,0.24698666,0.026816035,0.0934431,0.53093064,0.7058836,0.7883634,0.98535615,0.014635068,0.6702707,0.07746961,0.35991699,0.9702834,0.91475046,0.896565,0.5101323,0.45852736,0.113982335,0.68507236,0.45718423,0.027353253,0.26887167,0.50516653,0.45861965,0.18935518
2020-10-20,0.48796874,0.52209735,0.1384577,0.43163052,0.48965168,0.7048883,0.02537411,0.7056808,0.58300537,0.69693595,0.58580965,0.40754402,0.43940803,0.5405696,0.43088204,0.5046728,0.63037497,0.782982,0.85648036,0.61382556,0.25622422,0.7075257,0.6807587,0.3220369,0.7600847,0.3552279,0.56444925,0.020341184,0.3131264,0.32918385,0.61588037,0.8960579,0.05629354,0.3872299,0.07943921,0.27970243,0.7134871,0.45210785,0.5605998,0.61239034,0.44943592,0.1377682,0.3563188,0.6281149,0.49595457,0.32320336,0.92033464,0.54719067,0.28766873
2020-10-21,0.78078693,0.92117536,0.8978211,0.14944817,0.8411993,0.11179305,0.9942926,0.11445566,0.18848033,0.6092799,0.74212736,0.98209417,0.9382456,0.20680693,0.9628808,0.45528594,0.1129874,0.8436267,0.7278725,0.5044511,0.6035115,0.12715368,0.97572935,0.2083241,0.43617126,0.91375345,0.9228235,0.01622604,0.008694169,0.053489543,0.4014006,0.007859267,0.98670006,0.88833445,0.86819094,0.893265,0.19358863,0.14269641,0.09647247,0.97894007,0.9930061,0.07362203,0.004095817,0.104977496,0.63228875,0.7882414,0.097970076,0.68629843,0.879391
2020-10-22,0.35406142,0.13680568,0.1269131,0.8652613,0.6505077,0.6473503,0.009117855,0.869754,0.54183555,0.7945878,0.45033857,0.121944785,0.3961753,0.25632888,0.39301664,0.695574,0.3167331,0.6914417,0.41765818,0.7350318,0.29731858,0.5806558,0.27325866,0.23294494,0.8224854,0.74588984,0.6930164,0.08895982,0.49438787,0.36703494,0.16607639,0.23139407,0.849631,0.24804333,0.50065,0.76837456,0.12068203,0.47318104,0.7959364,0.9026938,0.79508483,0.9978054,0.99291205,0.1423648,0.088361725,0.26213568,0.8188179,0.2842669,0.6757919
2020-10-23,0.3582776,0.39912492,0.7060196,0.2467374,0.60246754,0.6551321,0.099902175,0.21933143,0.26333088,0.34324792,0.5492942,0.46523163,0.05462639,0.7973244,0.7122985,0.3793408,0.9778736,0.3098506,0.58364385,0.5013472,0.8619003,0.8312317,0.8201347,0.9721168,0.6026926,0.5419937,0.4781597,0.2435371,0.42582437,0.9172733,0.42019928,0.9115857,0.23493916,0.49363616,0.6615731,0.26808724,0.37644008,0.30419073,0.79642785,0.80907947,0.09015179,0.9490985,0.84648186,0.19838743,0.1377401,0.5835102,0.8541715,0.6729336,0.4479866
2020-10-26,0.73835224,0.761385,0.40913817,0.30646217,0.14246774,0.9557637,0.89626443,0.3476613,0.39025676,0.15444757,0.44622922,0.6556293,0.3223992,0.6286867,0.6383143,0.14828779,0.31356403,0.097210675,0.72323555,0.571541,0.19369242,0.46932918,0.20233297,0.43565425,0.6105671,0.17863059,0.2932102,0.13994324,0.50303805,0.52667063,0.80623114,0.93175375,0.23716362,0.71433717,0.52890176,0.4859671,0.98448026,0.9710003,0.97041935,0.17671897,0.17968854,0.09565275,0.5749489,0.24801409,0.07742846,0.32572696,0.7391308,0.5129244,0.5330959
2020-10-27,0.5025994,0.4263271,0.14960094,0.482219,0.42687613,0.52285194,0.16517496,0.17386556,0.21364999,0.54940724,0.33535522,0.31212258,0.26936647,0.79192984,0.47503316,0.9280767,0.25491112,0.8272767,0.81270915,0.67789036,0.46226797,0.8692854,0.7772187,0.53026783,0.5309951,0.55701005,0.32374582,0.188751,0.56125677,0.7597776,0.14505316,0.030877583,0.8918301,0.024642812,0.14830177,0.2445046,0.84812987,0.78975636,0.57169443,0.15957978,0.1275317,0.67369944,0.73833865,0.6998807,0.16410467,0.39169642,0.87918687,0.85476154,0.033751752
2020-10-28,0.96629524,0.9503276,0.8838795,0.018901508,0.74562633,0.13428538,0.99603593,0.11172345,0.06950186,0.01772273,0.80162364,0.8244063,0.9934143,0.013502363,0.99095964,0.019169362,0.3442902,0.81498754,0.9685594,0.19434573,0.32251796,0.047663797,0.7544331,0.22565246,0.029410243,0.8855162,0.12605162,0.8912541,0.9525846,0.12753725,0.9684108,0.94168586,0.18455124,0.95804363,0.84614784,0.8498221,0.776526,0.37195474,0.21366124,0.8640892,0.41490874,0.060487345,0.07992278,0.008593068,0.93754125,0.73216856,0.21243182,0.84795964,0.90575016
2020-10-29,0.32409382,0.33188003,0.031357124,0.8724133,0.34725803,0.48085746,0.053724594,0.29232842,0.17716119,0.66477823,0.43115127,0.46488297,0.5375622,0.28925624,0.016882142,0.10420603,0.31355974,0.43195805,0.5274905,0.75162894,0.11701575,0.9723847,0.880098,0.037802644,0.04200906,0.5822431,0.16909884,0.123291776,0.37483558,0.311461,0.15817581,0.20424972,0.6508781,0.043177336,0.07666973,0.5368459,0.3713847,0.11535524,0.81164175,0.81761366,0.96581507,0.74398285,0.085269056,0.7939236,0.16293243,0.450078,0.81476265,0.69877934,0.41219726
2020-10-30,0.5461395,0.7852724,0.1367483,0.3959358,0.037630107,0.76884997,0.011416372,0.031119963,0.4758483,0.7842633,0.38362733,0.5152451,0.42662853,0.61136144,0.017058723,0.16685754,0.209394,0.4634458,0.341766,0.2704608,0.74843633,0.2641532,0.024530727,0.8924345,0.45244327,0.89101976,0.9307792,0.6440154,0.8862282,0.8334153,0.66520876,0.18856263,0.6102879,0.97670054,0.647869,0.7606187,0.7798972,0.8176925,0.22963907,0.11241909,0.06987453,0.37724695,0.9471245,0.88094175,0.9647085,0.95940834,0.97745085,0.92826575,0.42205426
